"carat","cut","color","clarity","depth","table","price","x","y","z"
0.53,"Ideal","G","SI1",63,54,1273,5.18,5.14,3.25
0.28,"Very Good","F","VS2",61.7,58,487,4.17,4.19,2.58
0.3,"Ideal","E","VVS2",61.9,58,766,4.27,4.29,2.65
0.53,"Premium","F","SI2",62.5,57,1242,5.17,5.11,3.21
0.51,"Ideal","G","VS1",61,55,1656,5.11,5.21,3.15
0.41,"Premium","D","SI1",60.5,60,1015,4.81,4.77,2.9
1.52,"Fair","D","SI2",56.3,61,7702,7.7,7.62,4.31
0.31,"Ideal","F","VS2",61.8,56,625,4.33,4.37,2.69
0.5,"Fair","E","SI2",59.8,66,1114,5.18,5.09,3.07
0.54,"Ideal","G","VS1",62,56,1847,5.24,5.21,3.24
1.01,"Good","H","VS2",59.6,64,4909,6.53,6.45,3.87
0.32,"Premium","E","VS1",62,58,1008,4.35,4.29,2.68
1.04,"Very Good","I","SI1",63.2,54,4193,6.49,6.42,4.08
0.57,"Very Good","I","SI2",62.1,57,1000,5.29,5.33,3.3
0.7,"Premium","H","SI1",62.7,59,2020,5.68,5.63,3.55
1,"Premium","F","VVS2",59.9,60,8602,6.5,6.46,3.88
1.55,"Ideal","G","VS2",61.6,55,13912,7.45,7.48,4.6
0.32,"Ideal","H","VS1",61.1,56,720,4.46,4.44,2.72
0.7,"Ideal","E","VS2",60.7,58,2762,5.73,5.76,3.49
0.7,"Very Good","G","VS1",62.9,59,2212,5.56,5.63,3.52
3.01,"Premium","G","SI2",59.8,58,14220,9.44,9.37,5.62
0.4,"Very Good","E","VVS2",59.8,60,1184,4.8,4.84,2.88
1.2,"Premium","H","SI2",62.8,61,4973,6.7,6.62,4.18
1.02,"Very Good","F","SI1",62.8,55,5301,6.4,6.43,4.03
0.41,"Ideal","D","VS2",62.4,54,1076,4.78,4.74,2.97
0.4,"Premium","F","VVS1",61.1,59,1323,4.78,4.75,2.91
1.1,"Ideal","I","VS1",62.3,55,5864,6.64,6.6,4.12
0.52,"Good","G","SI2",63.1,56,1049,5.08,5.12,3.22
0.53,"Ideal","H","VS1",61.3,57,1607,5.22,5.18,3.19
0.38,"Premium","H","VVS1",61.2,60,1033,4.7,4.68,2.87
1,"Fair","E","VS2",57.3,64,6285,6.59,6.46,3.79
0.38,"Premium","F","VS2",61.9,59,1026,4.66,4.61,2.87
0.42,"Very Good","D","SI1",62.8,58,810,4.76,4.79,3
2,"Fair","H","SI2",65.2,55,11600,7.9,7.85,5.13
1.01,"Good","D","VS2",64.5,58,6449,6.27,6.31,4.06
0.32,"Very Good","G","VVS2",62.6,58,730,4.35,4.37,2.73
0.9,"Very Good","D","VS1",60.3,58,5331,6.23,6.28,3.77
1.22,"Premium","I","SI2",62.5,58,5226,6.8,6.76,4.24
0.4,"Ideal","F","VS1",61.3,57,917,4.74,4.78,2.92
0.3,"Premium","F","VVS1",61.8,59,1114,4.29,4.26,2.64
0.81,"Premium","H","SI2",62.2,56,2534,5.98,5.92,3.7
2.03,"Very Good","E","SI2",58.8,59,18115,8.23,8.28,4.85
1.41,"Premium","G","SI1",59.5,59,8758,7.35,7.3,4.36
1.02,"Very Good","J","SI2",63.4,56,3599,6.42,6.36,4.05
0.26,"Very Good","E","VVS1",63.4,59,554,4,4.04,2.55
0.46,"Premium","F","VS1",63,57,1139,4.93,4.79,3.06
1.19,"Premium","H","VS1",62.4,59,7277,6.79,6.73,4.22
0.53,"Ideal","F","VS1",62.3,55,1908,5.22,5.18,3.24
0.25,"Ideal","H","IF",61.4,57,525,4.05,4.08,2.49
0.36,"Ideal","E","VS2",62.1,55,1013,4.58,4.54,2.83
0.3,"Very Good","E","SI2",61.7,61,421,4.29,4.33,2.66
1.07,"Very Good","D","IF",60.9,58,18114,6.57,6.67,4.03
0.7,"Very Good","D","VS2",63.2,60,3033,5.61,5.56,3.53
1.12,"Very Good","G","SI2",63.3,58,4478,6.7,6.63,4.22
1.25,"Premium","G","VS1",61.8,58,9173,6.94,6.91,4.28
0.55,"Ideal","F","VVS2",62.3,54,2581,5.29,5.27,3.29
1.09,"Very Good","G","VS1",62.5,58,7378,6.49,6.59,4.09
0.72,"Fair","G","VS1",66.4,57,2396,5.6,5.51,3.69
1.08,"Ideal","E","SI2",61.7,57,4989,6.55,6.6,4.06
0.41,"Premium","D","VS2",62.6,59,792,4.74,4.75,2.97
0.28,"Very Good","H","VVS1",61.5,58,504,4.17,4.22,2.58
0.51,"Premium","G","VVS2",61.7,58,1974,5.14,5.11,3.16
0.3,"Ideal","D","VVS1",61.1,57,1000,4.34,4.36,2.66
0.87,"Very Good","G","SI2",59.9,58,2802,6.19,6.23,3.72
0.32,"Ideal","H","VS2",63,57,648,4.37,4.33,2.74
0.3,"Ideal","D","SI2",60.2,56,574,4.4,4.37,2.64
0.5,"Very Good","F","VS2",63,55,1436,5.04,5.09,3.19
0.55,"Ideal","H","IF",61.7,55,2133,5.27,5.29,3.26
1.24,"Ideal","I","SI2",60.7,57,4937,6.98,6.92,4.22
0.38,"Ideal","G","VS2",62.1,54.5,768,4.64,4.69,2.9
0.7,"Very Good","E","SI2",61.8,60,2224,5.61,5.65,3.48
2.01,"Premium","J","SI2",62,59,12403,8.04,8.1,5
0.38,"Ideal","F","SI1",61.3,55,710,4.63,4.76,2.88
0.3,"Ideal","F","IF",60.9,56,892,4.32,4.35,2.64
1.21,"Ideal","J","VS2",62.1,57,5653,6.81,6.82,4.23
0.37,"Ideal","D","VS2",61,56,876,4.65,4.7,2.85
2.02,"Very Good","J","VS2",59.3,60,13693,8.28,8.34,4.93
1.01,"Premium","E","VS2",60.9,58,7522,6.53,6.47,3.96
1.02,"Good","D","VS2",63.2,58,7539,6.36,6.4,4.03
1.05,"Ideal","G","VVS1",60.1,57,8546,6.63,6.68,4
0.92,"Ideal","E","SI2",62.1,57,3941,6.26,6.2,3.87
0.33,"Good","D","SI1",63.1,55,567,4.38,4.4,2.77
0.32,"Very Good","I","VS1",62.6,58,505,4.38,4.4,2.75
0.7,"Very Good","D","SI1",63.4,58,2734,5.63,5.66,3.58
1.2,"Ideal","I","VS1",62.8,55,6774,6.79,6.75,4.25
0.53,"Ideal","G","VS1",61.9,55,1695,5.22,5.25,3.24
0.58,"Ideal","F","VS1",60.3,57,2227,5.47,5.44,3.29
0.36,"Ideal","G","SI1",62.7,55,689,4.59,4.54,2.86
0.5,"Very Good","E","SI1",63,61,1279,5.03,5.07,3.18
1,"Very Good","D","SI1",59.3,61,5987,6.45,6.5,3.84
0.3,"Good","F","SI2",63.3,55,394,4.29,4.33,2.73
0.32,"Ideal","G","SI1",62.6,55,445,4.38,4.41,2.75
1.23,"Good","J","SI2",63.2,57.5,4992,6.74,6.82,4.29
0.71,"Premium","D","SI2",62.8,57,2368,5.69,5.64,3.56
0.42,"Ideal","H","IF",61,56,1135,4.79,4.82,2.93
0.93,"Premium","F","VS2",61.7,58,4961,6.22,6.29,3.86
0.51,"Ideal","F","VS1",61.7,54,1744,5.14,5.17,3.18
1.02,"Very Good","D","SI1",60.3,56,6863,6.55,6.57,3.96
0.7,"Premium","E","VS2",60.2,60,2822,5.73,5.7,3.44
1.24,"Ideal","I","SI2",62.5,57,3312,6.89,6.84,4.29
0.33,"Ideal","D","VVS2",61.1,56,1021,4.46,4.44,2.72
0.3,"Premium","H","SI1",62.6,58,540,4.28,4.22,2.66
1.09,"Good","H","SI1",63.2,57,4784,6.54,6.57,4.14
0.31,"Ideal","G","VVS1",62.4,56,772,4.33,4.36,2.71
0.43,"Premium","G","VVS2",62.3,60,1129,4.85,4.78,3
0.77,"Very Good","G","SI1",58.4,63,2635,5.95,6.03,3.5
0.59,"Ideal","G","VVS1",61.5,57,2166,5.4,5.46,3.34
1.06,"Very Good","D","VVS1",61.8,57,11815,6.49,6.52,4.03
0.8,"Ideal","D","SI1",62.7,57,3564,5.88,5.92,3.7
0.82,"Very Good","J","SI2",62,58,2175,5.93,5.98,3.69
0.91,"Very Good","G","SI2",62,58,3387,6.13,6.2,3.82
0.3,"Ideal","G","SI1",62,57,432,4.27,4.31,2.66
1.01,"Good","D","VS2",61.6,61,6429,6.43,6.45,3.97
0.41,"Premium","F","VVS2",61.6,59,951,4.73,4.79,2.93
1.23,"Ideal","G","VVS1",61.4,55,11417,6.89,6.93,4.24
0.31,"Ideal","E","VVS2",61.4,57,791,4.37,4.39,2.69
0.31,"Premium","D","VS1",59.6,58,877,4.41,4.38,2.62
0.4,"Very Good","H","VS1",62.7,56,807,4.71,4.73,2.96
0.32,"Premium","H","VS1",61.6,59,672,4.39,4.37,2.7
0.4,"Ideal","D","SI2",62,55,625,4.71,4.77,2.94
0.71,"Premium","G","SI2",60.8,60,2039,5.74,5.78,3.5
1.03,"Ideal","E","SI2",62.5,56,4522,6.48,6.45,4.04
0.36,"Ideal","H","VVS1",62,54,783,4.59,4.61,2.85
0.33,"Ideal","D","VVS2",60.9,57,955,4.46,4.48,2.72
0.72,"Ideal","F","VS2",62.2,56,2956,5.75,5.73,3.57
1.02,"Ideal","E","VS2",62.7,56,6732,6.38,6.44,4.02
0.71,"Premium","E","SI1",58.9,61,2329,5.79,5.75,3.4
1.01,"Premium","G","IF",60,61,8120,6.45,6.41,3.86
0.33,"Ideal","D","VS2",61.9,53,1002,4.49,4.46,2.77
0.56,"Good","E","VS2",61.4,62,1736,5.34,5.28,3.26
0.91,"Ideal","G","SI2",62.2,57,3425,6.18,6.24,3.86
0.9,"Good","H","SI1",62.8,62,3447,6.05,6.09,3.81
0.78,"Ideal","J","VS2",62.3,55,2456,5.88,5.91,3.67
1,"Premium","G","VS1",62,62,6115,6.38,6.33,3.94
1.2,"Premium","F","I1",62.9,58,2360,6.86,6.79,4.29
0.9,"Very Good","G","VS1",61.5,56,5148,6.2,6.23,3.82
0.35,"Very Good","H","VVS1",61.1,56,733,4.54,4.57,2.78
1.27,"Very Good","I","VS2",59.2,60,7312,7.11,7.08,4.2
0.7,"Ideal","I","SI1",62.8,56,2287,5.64,5.67,3.55
0.56,"Ideal","G","VVS2",61,57,2510,5.32,5.36,3.26
1.01,"Ideal","I","SI1",62.5,56,4413,6.4,6.44,4.01
1.17,"Premium","I","SI2",62.7,57,4423,6.77,6.69,4.22
0.72,"Premium","F","VS2",62.7,59,2584,5.71,5.75,3.59
0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
0.37,"Ideal","F","VS1",61.1,56,846,4.64,4.65,2.84
0.52,"Good","D","SI2",63.7,55,1203,5.1,5.11,3.25
0.59,"Very Good","H","VVS1",63.7,56,1870,5.35,5.38,3.42
0.31,"Good","E","SI1",63.6,57,544,4.28,4.3,2.73
1.51,"Premium","H","SI1",60.3,62,9762,7.54,7.41,4.51
0.91,"Very Good","H","SI1",62.2,60,3734,6.16,6.22,3.85
0.4,"Ideal","F","VVS2",62.8,57,1163,4.73,4.66,2.95
1.38,"Premium","G","VS1",62.4,58,10850,7.14,7.09,4.44
1.12,"Ideal","I","VVS2",61.6,54,6317,6.72,6.74,4.14
0.58,"Premium","E","VS1",60.7,58,2105,5.41,5.36,3.27
0.41,"Good","D","SI1",63.1,57,717,4.68,4.73,2.97
0.39,"Ideal","G","SI2",61.2,56,603,4.71,4.73,2.89
1.01,"Premium","G","VS2",62.5,60,5620,6.37,6.31,3.96
0.31,"Ideal","F","VVS1",62,55,828,4.34,4.37,2.7
0.9,"Premium","H","VS2",62.6,58,3933,6.14,6.19,3.86
1.53,"Ideal","E","SI1",61,55,11470,7.44,7.49,4.55
0.42,"Premium","D","VVS2",59.6,59,1132,4.9,4.96,2.94
1.04,"Ideal","G","VVS1",62.8,56,7738,6.49,6.45,4.06
0.7,"Very Good","E","SI1",63,55,2537,5.61,5.66,3.55
0.38,"Premium","F","VS2",60.5,59,800,4.67,4.72,2.84
1.21,"Very Good","E","SI1",61,60,5885,6.83,6.88,4.18
0.52,"Ideal","H","SI2",61.5,56,1035,5.17,5.21,3.19
1,"Premium","H","VS1",62.4,58,4950,6.43,6.4,4
1.01,"Premium","G","SI2",60.1,59,4154,6.45,6.39,3.86
0.46,"Very Good","G","VVS1",61.7,60,1413,4.94,4.98,3.06
0.32,"Ideal","I","VS1",62.4,54,523,4.38,4.4,2.74
0.53,"Very Good","F","VS1",61.5,59,1821,5.19,5.22,3.2
0.72,"Premium","G","IF",60.1,58,3185,5.89,5.86,3.53
0.81,"Ideal","E","SI1",61.9,56,3935,5.97,6.02,3.71
0.5,"Good","F","VVS2",58.5,62,2052,5.23,5.27,3.07
2,"Fair","F","SI2",59.8,68,12610,8.13,7.95,4.81
1,"Good","H","SI2",63.2,60,3991,6.27,6.33,3.98
0.7,"Very Good","H","VS1",60.3,63,2399,5.77,5.73,3.47
0.57,"Very Good","H","VVS2",60.2,56,1726,5.41,5.44,3.27
0.73,"Ideal","D","SI1",61.9,56,3189,5.8,5.77,3.58
0.52,"Ideal","G","SI1",61.7,56,1266,5.18,5.22,3.21
1.01,"Ideal","I","SI1",62.5,56,5020,6.4,6.36,3.99
0.29,"Ideal","F","VVS1",61.1,57,715,4.26,4.29,2.61
0.53,"Ideal","E","VS2",61.8,56,1676,5.17,5.21,3.21
0.4,"Ideal","H","IF",61.9,56,1153,4.72,4.75,2.93
0.5,"Good","E","SI1",63.3,58,1316,4.99,5.03,3.17
1.91,"Premium","G","SI2",61.9,58,9038,7.9,7.84,4.87
1.52,"Ideal","E","SI1",62,56,12907,7.36,7.34,4.56
0.33,"Very Good","D","VS2",60,62,778,4.47,4.49,2.69
0.82,"Ideal","E","SI1",61.8,58,3622,5.99,6.05,3.72
0.3,"Ideal","F","IF",61.7,56,873,4.31,4.35,2.67
1.5,"Good","G","I1",57.4,62,3179,7.56,7.39,4.29
0.41,"Premium","F","VVS2",60.1,59,1115,4.79,4.82,2.89
0.51,"Ideal","F","VS1",61.8,54,1632,5.15,5.18,3.19
0.24,"Very Good","E","VVS1",61.7,58,485,3.94,4,2.45
2.05,"Ideal","H","SI1",61.9,57,17006,8.09,8.14,5.02
1.3,"Good","D","SI2",57.1,63,6443,7.27,7.22,4.14
1.1,"Premium","D","SI1",60.7,55,6468,6.74,6.71,4.08
0.63,"Premium","I","VS1",62,58,1667,5.52,5.45,3.4
0.5,"Fair","H","VS1",66.6,58,1134,4.95,4.84,3.26
0.41,"Good","F","VS2",59.7,63,749,4.8,4.85,2.88
0.31,"Premium","G","VS2",61.2,58,544,4.32,4.37,2.66
0.72,"Very Good","H","SI2",63.5,55,1799,5.66,5.62,3.58
0.42,"Ideal","I","VVS1",60.5,57,865,4.84,4.88,2.94
0.73,"Ideal","E","VS1",62.5,57,3235,5.73,5.76,3.59
0.4,"Ideal","E","VVS2",61.7,55,1238,4.76,4.74,2.93
0.29,"Good","F","SI1",57.4,61,545,4.39,4.42,2.53
1.01,"Good","G","VS2",63.1,55,5199,6.36,6.38,4.02
1.2,"Very Good","E","VS2",60.7,59,8769,6.79,6.86,4.14
0.83,"Ideal","F","SI1",62.1,55,3254,6,6.05,3.74
0.41,"Ideal","E","VVS1",61.7,56,1367,4.78,4.82,2.96
1.52,"Ideal","J","SI1",61.9,57,7356,7.33,7.37,4.55
0.93,"Ideal","E","SI1",59.6,57,4700,6.37,6.42,3.81
1.01,"Very Good","F","VS2",60,63,6598,6.46,6.48,3.88
1.06,"Premium","F","SI1",58.4,61,5535,6.73,6.69,3.92
0.31,"Ideal","D","VVS2",61.9,57,982,4.35,4.31,2.68
1.5,"Premium","H","IF",63,59,13107,7.3,7.23,4.58
0.71,"Very Good","J","VS2",59,61,1922,5.81,5.85,3.44
1.23,"Ideal","I","SI2",62.3,55,4773,6.85,6.82,4.26
0.27,"Ideal","H","VS1",62.3,56,464,4.15,4.17,2.59
0.58,"Ideal","D","SI2",62.7,56,1442,5.32,5.3,3.33
0.53,"Ideal","D","VS2",61.4,56,1659,5.18,5.21,3.19
0.39,"Very Good","E","VS1",59.7,56,883,4.8,4.85,2.88
0.3,"Ideal","G","VS1",61.5,56,605,4.28,4.34,2.65
0.53,"Ideal","F","VVS2",61,57,2269,5.23,5.26,3.22
0.31,"Ideal","G","SI1",61.9,55,493,4.38,4.41,2.72
0.41,"Premium","E","VS1",59.9,58,1079,4.83,4.88,2.91
1.06,"Ideal","D","VVS2",62,56,12053,6.53,6.57,4.06
1.23,"Ideal","G","VVS1",59.5,57,11469,7,6.98,4.16
1.11,"Ideal","J","SI2",62.5,57,4073,6.64,6.6,4.14
0.4,"Ideal","E","VS1",62.2,55,1053,4.72,4.76,2.95
0.32,"Premium","H","SI1",62,58,591,4.39,4.38,2.72
0.3,"Ideal","G","VVS2",61.5,57,684,4.29,4.33,2.65
0.42,"Ideal","G","IF",62.3,54,1289,4.82,4.85,3.01
0.36,"Very Good","E","VS2",62.3,58,789,4.51,4.55,2.82
0.31,"Ideal","E","VS2",61.1,56,632,4.37,4.4,2.68
0.9,"Very Good","F","SI1",58,63,4435,6.33,6.25,3.65
1,"Fair","F","VS1",64.8,61,6115,6.26,6.21,4.04
0.91,"Very Good","E","SI1",60.5,61,4211,6.19,6.23,3.76
1.01,"Good","H","SI1",63.4,58,4116,6.37,6.41,4.05
0.52,"Premium","E","VS2",62.3,57,1815,5.17,5.1,3.2
0.5,"Fair","F","SI2",65.5,54,1031,5.06,4.92,3.25
0.31,"Ideal","G","IF",61.6,55,891,4.35,4.38,2.69
0.9,"Good","E","SI2",63.2,57,3401,6.06,6.15,3.86
1,"Premium","J","VS1",59.7,62,3640,6.52,6.46,3.87
0.28,"Ideal","E","VS1",62,56,625,4.21,4.18,2.6
2.01,"Very Good","H","I1",58.1,63,6592,8.3,8.19,4.79
2.06,"Premium","I","SI1",60.8,60,15716,8.25,8.16,4.99
0.83,"Ideal","H","SI1",62.5,55,2816,6.04,6,3.76
1,"Premium","H","VVS1",62.3,60,6132,6.36,6.28,3.94
0.72,"Very Good","E","VS2",63.2,58,2923,5.67,5.72,3.6
0.31,"Ideal","G","VS2",61.4,57,698,4.45,4.35,2.7
1.07,"Ideal","G","VVS2",61.8,55,8491,6.57,6.61,4.07
0.58,"Ideal","H","VVS1",61.6,56,2006,5.35,5.39,3.31
0.31,"Ideal","F","VVS1",62.1,54,840,4.37,4.39,2.72
0.59,"Very Good","F","VS2",61.6,56,1784,5.39,5.41,3.33
1.53,"Premium","I","SI1",61.5,59,8911,7.39,7.32,4.52
1.09,"Premium","H","VS1",60.2,61,5951,6.7,6.66,4.02
0.3,"Premium","J","VS2",62.2,58,473,4.3,4.28,2.67
1.03,"Ideal","F","IF",62.3,57,13060,6.44,6.49,4.03
1.65,"Ideal","I","VS2",61.5,57,12495,7.59,7.65,4.69
1.07,"Premium","D","SI1",61.9,58,5704,6.57,6.53,4.05
0.3,"Premium","G","VVS2",62.6,58,878,4.28,4.25,2.67
0.5,"Very Good","F","SI2",61.4,61,1068,5.09,5.14,3.14
1.18,"Ideal","G","VVS1",61.1,57,9260,6.84,6.78,4.16
0.41,"Ideal","E","VS1",60.9,57,1079,4.76,4.79,2.91
1.02,"Ideal","E","VS1",60.1,57,8096,6.52,6.59,3.94
1.21,"Very Good","H","VS1",60.4,59,7196,6.88,6.97,4.18
0.3,"Ideal","E","VS1",61.9,56,670,4.28,4.31,2.66
1.1,"Very Good","F","I1",59.8,61,3678,6.65,6.7,3.99
1,"Good","D","SI2",64,59,3569,6.24,6.29,4.01
0.54,"Ideal","G","VVS2",61.5,54,2090,5.26,5.24,3.23
0.94,"Good","D","SI1",63.6,56,4790,6.25,6.2,3.96
0.73,"Premium","I","VVS2",61.5,58,2351,5.78,5.73,3.54
0.42,"Ideal","E","VS2",62.4,55,958,4.79,4.8,2.99
0.51,"Ideal","D","VS2",60.8,57,1769,5.18,5.21,3.16
0.3,"Premium","H","VS1",62.3,58,526,4.26,4.28,2.66
0.5,"Ideal","E","VS1",62.4,58,1678,5.04,5.06,3.15
0.51,"Ideal","E","VS2",61.6,55,1985,5.15,5.2,3.19
0.9,"Very Good","G","SI2",62,59,3445,6.14,6.19,3.82
1,"Ideal","G","SI1",62.4,56,4867,6.34,6.41,3.98
0.94,"Premium","E","SI2",62.4,58,4027,6.33,6.26,3.93
0.66,"Very Good","D","VVS2",60.7,59,4311,5.6,5.67,3.42
0.3,"Very Good","G","SI1",59.5,63,574,4.32,4.29,2.56
0.51,"Ideal","D","VS1",61.7,54,1845,5.15,5.12,3.17
0.52,"Ideal","J","SI1",61.4,56.4,896,5.15,5.17,3.17
0.25,"Ideal","F","VS2",62.9,55,535,4.01,4.05,2.53
0.3,"Premium","G","VVS2",62.6,58,878,4.29,4.27,2.68
0.33,"Very Good","E","VS1",61.6,56,781,4.43,4.46,2.74
0.52,"Premium","G","VS1",59.1,60,1622,5.24,5.19,3.08
1.02,"Ideal","F","VS1",60.7,56,7091,6.53,6.61,3.99
0.45,"Very Good","G","VS1",60,57.1,1154,4.99,5.03,3
0.72,"Premium","E","SI2",60.4,58,2320,5.82,5.78,3.5
0.3,"Ideal","F","VVS1",62.4,56,1114,4.31,4.28,2.68
0.42,"Good","D","SI2",63.2,57,653,4.75,4.77,3.01
1.08,"Very Good","E","SI2",59.8,59,4415,6.65,6.73,4
1.25,"Ideal","H","SI2",62.7,56,5670,6.92,6.87,4.32
1.21,"Premium","H","SI2",62.9,58,4913,6.74,6.69,4.23
1.05,"Ideal","H","IF",61.2,55,7329,6.62,6.59,4.04
0.5,"Ideal","E","VS2",62.9,54,1629,5.14,5.1,3.22
0.8,"Ideal","H","VS2",62.1,54,3030,5.96,5.99,3.71
0.73,"Premium","E","VS1",62.6,60,2826,5.75,5.68,3.58
0.55,"Very Good","F","VS2",62.6,57,1609,5.19,5.23,3.26
0.91,"Premium","E","VS1",62.9,56,5228,6.21,6.13,3.88
0.59,"Ideal","D","SI1",61.4,55,1783,5.41,5.43,3.33
1.5,"Good","H","VS2",61.2,61,10291,7.25,7.32,4.46
0.41,"Premium","G","SI1",62.6,59,923,4.77,4.72,2.97
0.8,"Premium","J","VS2",62.7,61,2045,5.89,5.84,3.68
0.31,"Premium","D","SI1",60.2,56,732,4.4,4.37,2.64
1.04,"Very Good","G","VS1",61.8,58,7049,6.5,6.55,4.03
0.78,"Ideal","E","SI1",61.6,56,3345,5.94,6,3.68
0.55,"Very Good","E","VS2",61,59,1831,5.31,5.34,2.25
1.26,"Premium","F","SI1",62.3,58,6915,6.89,6.84,4.28
1.02,"Premium","I","SI1",60.2,60,3713,6.45,6.39,3.87
0.82,"Ideal","H","VS2",59.5,57,2870,6.12,6.09,3.63
1.02,"Ideal","H","SI2",61.8,55,4207,6.47,6.51,4.01
1.04,"Ideal","D","SI1",61.7,57,5952,6.55,6.51,4.03
1.03,"Ideal","G","VS1",62.2,59,7211,6.48,6.42,4.01
0.3,"Ideal","D","SI1",61.4,55,709,4.34,4.29,2.65
0.72,"Very Good","J","VS1",64,57,2066,5.67,5.71,3.64
0.53,"Ideal","F","SI2",60.3,56,1335,5.25,5.3,3.18
0.39,"Very Good","E","VS2",61.3,61,889,4.66,4.7,2.87
0.31,"Premium","D","VS2",62.5,52,816,4.4,4.37,2.74
0.57,"Premium","D","SI1",58.9,59,1949,5.46,5.41,3.2
0.51,"Premium","E","VS2",59.3,58,1662,5.23,5.2,3.09
0.41,"Ideal","E","VS1",62.1,55,1153,4.8,4.77,2.97
0.9,"Very Good","H","SI1",62.8,57,3437,6.14,6.18,3.87
1.44,"Good","G","I1",63.2,54.8,5987,7.18,7.21,4.54
0.31,"Ideal","G","VVS2",61.8,56,707,4.31,4.36,2.68
1,"Premium","G","VS2",63,59,5967,6.45,6.32,4.02
1.83,"Very Good","I","VS1",61.9,57,13587,7.85,7.91,4.88
0.77,"Premium","G","VS2",61.3,60,2846,5.91,5.81,3.59
0.78,"Very Good","I","VS1",60.9,55,2694,5.94,5.98,3.63
0.3,"Premium","G","VS2",62.2,60,675,4.25,4.24,2.64
0.4,"Ideal","J","VVS1",61.9,56,1136,4.74,4.79,2.95
0.3,"Premium","E","VS1",60.6,62,851,4.3,4.28,2.6
1.2,"Premium","H","VS2",60.7,60,6250,6.88,6.82,4.16
1.23,"Premium","G","VS2",61.6,58,5654,6.91,6.85,4.24
0.71,"Very Good","G","VS2",61.9,62,2671,5.69,5.72,3.53
1.01,"Very Good","H","VVS2",59.6,63,5684,6.55,6.47,3.88
0.36,"Ideal","E","SI1",62.1,56,810,4.59,4.56,2.84
0.63,"Very Good","G","SI2",63.3,59,1105,5.51,5.31,3.45
0.7,"Very Good","E","VS2",61.2,59,2757,5.69,5.72,3.49
1.62,"Premium","J","SI1",62,60,8183,7.52,7.44,4.64
0.3,"Ideal","F","VS2",63,55,673,4.29,4.28,2.7
1.51,"Premium","E","SI2",62,62,7610,7.16,7.09,4.42
1.76,"Very Good","H","VS2",62.2,60,13503,7.68,7.72,4.79
0.4,"Premium","G","VVS1",62.3,58,1123,4.66,4.72,2.92
1.3,"Premium","D","SI2",60.2,59,7002,7,7.05,4.23
0.54,"Very Good","F","VS2",59.5,58,1662,5.29,5.36,3.17
0.53,"Ideal","H","VVS1",62.2,56,1775,5.16,5.2,3.22
0.41,"Ideal","F","VVS2",61.7,57,1192,4.8,4.73,2.94
1.35,"Very Good","G","VS1",63.4,56,8256,7.09,7.01,4.47
1.55,"Ideal","G","SI2",60.5,60,8981,7.46,7.49,4.52
0.3,"Premium","I","VS1",61.7,58,473,4.27,4.32,2.65
0.34,"Ideal","I","VS1",62,54,643,4.51,4.49,2.79
0.4,"Ideal","D","SI1",60.8,57,772,4.77,4.81,2.91
0.29,"Very Good","G","VVS1",61.4,56,607,4.25,4.28,2.62
1.01,"Very Good","H","VS2",63.1,56,5034,6.41,6.36,4.03
1.21,"Premium","G","VS2",62.2,60,7611,6.79,6.75,4.21
0.5,"Very Good","F","SI1",61,60,1197,5.08,5.11,3.11
0.36,"Ideal","E","VS1",62.4,55,1094,4.61,4.59,2.87
1,"Ideal","G","VS2",62.3,56,5824,6.38,6.36,3.97
0.67,"Good","F","VVS2",63.8,61,2398,5.46,5.54,3.52
1.14,"Ideal","G","SI1",62.2,56,5650,6.69,6.66,4.15
0.41,"Very Good","E","SI1",62.4,55,755,4.74,4.78,2.97
0.31,"Ideal","F","SI1",62.3,56,516,4.32,4.35,2.7
1.21,"Good","E","VS2",62.7,61,9176,6.67,6.72,4.2
0.3,"Ideal","F","SI1",62.1,55,475,4.31,4.35,2.69
0.31,"Premium","H","VVS1",63,58,907,4.37,4.33,2.74
0.33,"Ideal","E","SI1",62.4,56,579,4.41,4.43,2.76
0.3,"Premium","H","SI1",61.2,62,540,4.31,4.28,2.63
0.39,"Very Good","G","VS1",60.3,59,790,4.71,4.77,2.86
0.33,"Ideal","F","VVS2",61.4,57,824,4.43,4.46,2.73
2.19,"Premium","H","SI1",61.6,58,17016,8.35,8.3,5.13
0.76,"Good","I","SI1",64.1,59,1914,5.73,5.75,3.68
0.54,"Ideal","I","VVS1",62.7,57,1681,5.22,5.14,3.25
0.33,"Ideal","G","IF",61,56,925,4.48,4.51,2.74
0.3,"Ideal","D","VVS2",62.1,57,814,4.27,4.3,2.66
0.37,"Ideal","E","VVS1",61.5,56,1179,4.64,4.59,2.84
0.5,"Ideal","F","SI1",61.5,55,1332,5.16,5.12,3.16
1.01,"Very Good","G","VS2",62.5,59,6204,6.34,6.37,3.97
0.42,"Very Good","I","SI1",61.2,60,626,4.78,4.82,2.94
0.3,"Ideal","E","VVS1",62.1,57,862,4.27,4.3,2.66
1.2,"Very Good","H","SI1",61.4,63,4603,6.76,6.72,4.14
0.7,"Good","D","SI1",61.6,62,2570,5.67,5.72,3.51
0.9,"Very Good","D","IF",62.4,54,9182,6.17,6.21,3.86
1.23,"Premium","J","VS1",62.7,58,5510,6.82,6.79,4.27
